,price,carat,cut,color,clarity,depth,table,volume,L/W_ratio,V/W_Ratio,color_num,clarity_num,cut_num,carat_range,table_range,color_range
21349,3495,0.72,Very Good,E,VVS2,61.3,60.0,190.11,0.5,264.04,2,3,3,5,10,CL
21350,593,0.31,Premium,G,SI1,60.7,60.0,82.12,0.5,264.9,4,6,2,2,10,N-CL
21351,16151,2.12,Very Good,H,SI2,62.3,59.0,546.67,0.5,257.86,5,7,3,11,9,N-CL
21352,7234,1.01,Very Good,G,VVS2,59.4,58.0,277.59,0.3,274.84,4,3,3,7,8,N-CL
21353,7459,1.5,Fair,E,SI2,65.8,57.0,362.46,0.8,241.64,2,7,5,8,7,CL
21354,3180,0.87,Very Good,H,SI1,62.2,57.0,225.86,1.0,259.61,5,6,3,5,7,N-CL
21355,1087,0.4,Ideal,G,VS1,61.4,55.0,108.99,0.2,272.47,4,4,1,2,5,N-CL
21356,6882,1.01,Premium,G,VS1,60.9,58.0,267.5,0.6,264.85,4,4,2,7,8,N-CL
21357,9645,1.02,Ideal,F,VVS1,62.4,56.0,265.43,0.3,260.23,3,2,1,7,6,CL
21358,968,0.43,Ideal,I,VVS1,62.2,57.0,111.98,0.6,260.42,6,2,1,3,7,N-CL
21359,4205,0.7,Ideal,E,VVS2,61.6,56.0,189.12,0.5,270.17,2,3,1,4,6,CL
21360,8104,2.01,Good,J,SI1,64.3,54.0,508.78,1.2,253.12,7,6,4,11,4,N-CL
21361,935,0.41,Ideal,E,VS2,61.8,57.0,108.76,0.4,265.27,2,5,1,3,7,CL
21362,1935,0.5,Ideal,G,VVS2,61.4,57.0,133.43,0.6,266.86,4,3,1,3,7,N-CL
21363,6589,1.04,Premium,G,VS2,60.1,59.0,284.89,0.5,273.93,4,5,2,7,9,N-CL
21364,6274,1.07,Very Good,G,VS2,62.3,57.0,274.61,1.4,256.64,4,5,3,7,7,N-CL
21365,1129,0.43,Ideal,G,VVS2,61.4,55.0,113.85,1.0,264.77,4,3,1,3,5,N-CL
21366,7424,1.21,Ideal,E,SI1,61.9,57.0,317.2,1.3,262.15,2,6,1,8,7,CL
21367,2939,0.82,Premium,H,VS2,62.6,59.0,210.64,1.0,256.88,5,5,2,5,9,N-CL
21368,7560,1.25,Premium,H,VS1,59.3,57.0,353.38,0.8,282.7,5,4,2,8,7,N-CL
21369,987,0.31,Ideal,E,IF,60.9,55.0,85.38,0.5,275.42,2,1,1,2,5,CL
21370,2227,0.76,Premium,H,SI1,59.8,57.0,207.12,0.3,272.53,5,6,2,5,7,N-CL
21371,14586,1.5,Premium,F,VS2,61.5,58.0,394.37,0.3,262.91,3,5,2,8,8,CL
21372,633,0.38,Very Good,I,VS2,61.5,58.0,98.4,0.2,258.95,6,5,3,2,8,N-CL
21373,1613,0.57,Ideal,E,SI1,62.2,55.0,151.41,1.1,265.63,2,6,1,4,5,CL
21374,3447,0.9,Good,H,SI1,62.1,61.0,226.61,0.7,251.79,5,6,4,5,11,N-CL
21375,4816,1.0,Premium,H,SI1,62.4,59.0,260.5,0.8,260.5,5,6,2,6,9,N-CL
21376,2390,0.7,Good,I,VS1,63.1,57.0,179.71,1.4,256.73,6,4,4,4,7,N-CL
21377,926,0.42,Premium,F,SI1,60.6,61.0,113.61,0.8,270.5,3,6,2,3,11,CL
21378,1640,0.51,Very Good,E,VS2,61.8,58.0,131.87,1.2,258.57,2,5,3,4,8,CL
21379,5702,1.0,Good,G,VS2,63.1,61.0,257.66,0.8,257.66,4,5,4,6,11,N-CL
21380,3057,0.92,Very Good,D,SI2,60.2,61.0,250.44,0.8,272.22,1,7,3,6,11,CL
21381,12447,1.15,Ideal,E,VVS1,60.9,56.0,313.97,0.1,273.02,2,2,1,7,6,CL
21382,702,0.32,Ideal,F,VS1,61.3,56.0,86.74,0.9,271.06,3,4,1,2,6,CL
21383,4732,1.0,Fair,F,VS2,66.7,57.0,222.9,1.1,222.9,3,5,5,6,7,CL
21384,765,0.34,Premium,H,VS1,60.6,60.0,88.91,0.9,261.5,5,4,2,2,10,N-CL
21385,1076,0.41,Premium,D,VS2,62.4,60.0,105.37,0.8,257.0,1,5,2,3,10,CL
21386,1664,0.59,Ideal,G,VS2,62.6,54.0,153.98,1.1,260.98,4,5,1,4,4,N-CL
21387,3605,1.16,Ideal,I,SI2,62.8,57.0,299.81,2.4,258.46,6,7,1,7,7,N-CL
21388,3697,1.31,Premium,J,SI2,59.7,59.0,346.93,0.7,264.83,7,7,2,8,9,N-CL
21389,5893,0.99,Premium,F,VS2,62.6,55.0,262.1,2.3,264.75,3,5,2,6,5,CL
21390,5264,1.25,Premium,J,VS2,62.0,59.0,325.66,0.4,260.53,7,5,2,8,9,N-CL
21391,6779,1.25,Ideal,D,SI2,61.9,54.4,331.37,0.4,265.1,1,7,1,8,5,CL
21392,8847,1.4,Premium,H,VS2,62.9,55.0,356.38,1.3,254.56,5,5,2,8,5,N-CL
21393,450,0.25,Very Good,H,VVS1,60.1,62.0,68.92,0.7,275.68,5,2,3,1,12,N-CL
21394,16783,1.5,Premium,F,VS1,60.2,59.0,402.49,0.5,268.33,3,4,2,8,9,CL
21395,1389,0.54,Ideal,H,VS2,62.6,57.0,141.69,0.8,262.39,5,5,1,4,7,N-CL
21396,2770,0.73,Premium,G,VS1,61.5,58.0,191.43,0.7,262.23,4,4,2,5,8,N-CL
21397,4789,1.24,Very Good,J,SI2,62.8,58.0,315.81,0.9,254.69,7,7,3,8,8,N-CL
21398,877,0.4,Very Good,G,VS1,62.8,56.0,103.16,0.6,257.9,4,4,3,2,6,N-CL
21399,792,0.43,Premium,F,SI1,61.3,60.0,114.08,0.6,265.3,3,6,2,3,10,CL
21400,737,0.4,Very Good,F,SI1,62.2,57.0,104.04,1.1,260.1,3,6,3,2,7,CL
21401,1608,0.57,Ideal,I,VVS1,61.7,56.0,151.99,0.8,266.65,6,2,1,4,6,N-CL
21402,2250,0.44,Good,D,VVS1,59.2,57.0,124.0,0.8,281.82,1,2,4,3,7,CL
21403,1343,0.52,Very Good,E,SI1,61.1,62.0,138.46,0.4,266.27,2,6,3,4,12,CL
21404,1061,0.41,Premium,G,VS2,59.8,61.0,110.13,0.8,268.61,4,5,2,3,11,N-CL
21405,17100,1.02,Very Good,D,IF,61.7,59.0,272.92,1.6,267.57,1,1,3,7,9,CL
21406,1076,0.41,Ideal,F,VS1,61.3,57.0,108.99,0.4,265.83,3,4,1,3,7,CL
21407,3015,0.91,Very Good,E,SI2,58.6,63.0,257.25,0.9,282.69,2,7,3,6,13,CL
21408,911,0.3,Ideal,D,VS2,62.5,54.0,79.51,0.7,265.03,1,5,1,1,4,CL
21409,3945,1.01,Very Good,F,SI2,60.8,63.0,257.25,0.9,254.7,3,7,3,7,13,CL
21410,4939,1.15,Very Good,D,SI2,63.5,58.0,301.21,0.6,261.92,1,7,3,7,8,CL
21411,719,0.41,Premium,G,SI1,62.6,59.0,107.39,1.1,261.93,4,6,2,3,9,N-CL
21412,1394,0.56,Ideal,F,SI1,60.1,58.0,155.72,0.6,278.07,3,6,1,4,8,CL
21413,2912,0.7,Good,E,VS2,58.7,63.0,186.82,0.7,266.89,2,5,4,4,13,CL
21414,545,0.3,Ideal,H,VS1,62.1,56.0,79.88,0.9,266.27,5,4,1,1,6,N-CL
21415,473,0.3,Good,H,VS2,63.5,59.0,76.58,1.7,255.27,5,5,4,1,9,N-CL
21416,561,0.32,Premium,G,VS2,61.7,60.0,83.64,1.9,261.38,4,5,2,2,10,N-CL
21417,1729,0.56,Ideal,D,SI1,62.5,56.0,144.98,0.8,258.89,1,6,1,4,6,CL
21418,2329,0.76,Premium,E,SI2,59.3,62.0,213.48,0.8,280.89,2,7,2,5,12,CL
21419,1842,0.52,Premium,D,VS2,62.8,58.0,134.22,0.6,258.12,1,5,2,4,8,CL
21420,2492,0.72,Premium,D,SI2,60.2,56.0,198.15,0.5,275.21,1,7,2,5,6,CL
21421,544,0.28,Very Good,E,VVS2,62.0,56.0,78.03,1.9,278.68,2,3,3,1,6,CL
21422,10093,1.57,Ideal,I,VS2,61.5,56.0,424.12,0.9,270.14,6,5,1,9,6,N-CL
21423,810,0.44,Ideal,E,SI1,61.1,56.0,118.61,0.4,269.57,2,6,1,3,6,CL
21424,1878,0.52,Ideal,G,VVS2,61.6,56.0,137.39,0.6,264.21,4,3,1,4,6,N-CL
21425,827,0.35,Ideal,D,SI1,62.3,55.0,93.16,0.9,266.17,1,6,1,2,5,CL
21426,571,0.31,Very Good,D,SI1,61.7,59.0,81.56,0.9,263.1,1,6,3,2,9,CL
21427,576,0.3,Premium,H,VS1,60.0,60.0,81.36,2.3,271.2,5,4,2,1,10,N-CL
21428,658,0.3,Ideal,E,VS2,62.3,56.0,80.99,0.9,269.97,2,5,1,1,6,CL
21429,926,0.42,Very Good,F,SI1,63.3,56.0,108.07,0.8,257.31,3,6,3,3,6,CL
21430,5209,1.23,Premium,J,VS1,60.1,60.0,333.29,0.7,270.97,7,4,2,8,10,N-CL
21431,1378,0.6,Very Good,J,VS1,62.6,56.0,157.17,0.7,261.95,7,4,3,4,6,N-CL
21432,2348,0.79,Very Good,H,SI2,63.2,55.0,206.42,0.5,261.29,5,7,3,5,5,N-CL
21433,15579,1.58,Ideal,E,VS2,62.7,56.0,424.67,1.3,268.78,2,5,1,9,6,CL
21434,3465,0.56,Ideal,D,VVS1,61.9,56.0,149.44,0.8,266.86,1,2,1,4,6,CL
21435,8006,1.11,Very Good,D,VS2,63.2,57.0,290.12,0.5,261.37,1,5,3,7,7,CL
21436,687,0.31,Ideal,G,VVS2,61.5,56.0,84.8,0.5,273.55,4,3,1,2,6,N-CL
21437,6663,1.06,Very Good,G,VS1,62.8,54.0,279.72,0.9,263.89,4,4,3,7,4,N-CL
21438,7175,1.04,Premium,E,VS2,61.1,59.0,280.58,0.3,269.79,2,5,2,7,9,CL
21439,450,0.33,Ideal,F,SI2,62.3,55.0,89.51,1.1,271.24,3,7,1,2,5,CL
21440,408,0.31,Good,I,SI1,63.5,56.0,79.88,0.9,257.68,6,6,4,2,6,N-CL
21441,2398,0.72,Good,H,SI1,63.7,59.0,180.04,0.9,250.06,5,6,4,5,9,N-CL
21442,7602,1.01,Ideal,D,VS2,60.6,57.0,272.92,1.2,270.22,1,5,1,7,7,CL
21443,5373,1.07,Ideal,I,VS1,62.0,53.0,289.68,0.2,270.73,6,4,1,7,3,N-CL
21444,13735,1.54,Very Good,F,VS2,60.8,58.0,424.65,1.7,275.75,3,5,3,9,8,CL
21445,735,0.36,Ideal,I,IF,61.9,54.0,96.7,0.7,268.61,6,1,1,2,4,N-CL
21446,3105,0.7,Premium,G,VVS1,61.2,56.0,185.51,1.2,265.01,4,2,2,4,6,N-CL
21447,1836,0.51,Premium,F,VS1,61.4,58.0,137.39,0.6,269.39,3,4,2,4,8,CL
21448,709,0.3,Ideal,D,SI1,62.1,54.0,80.81,0.9,269.37,1,6,1,1,4,CL
21449,745,0.34,Very Good,E,VS2,62.8,58.0,87.73,0.5,258.03,2,5,3,2,8,CL
21450,10672,1.02,Very Good,E,VVS1,62.2,57.0,277.94,3.0,272.49,2,2,3,7,7,CL
21451,515,0.3,Ideal,I,VVS2,62.2,56.0,79.32,0.9,264.4,6,3,1,1,6,N-CL
21452,3105,0.9,Ideal,J,VS2,59.8,56.0,244.14,0.5,271.27,7,5,1,5,6,N-CL
21453,4967,1.1,Premium,E,SI2,59.1,60.0,303.91,1.0,276.28,2,7,2,7,10,CL
21454,802,0.31,Premium,G,VS1,61.8,59.0,81.18,0.7,261.87,4,4,2,2,9,N-CL
21455,9625,1.2,Ideal,G,VS1,61.9,58.0,312.58,0.6,260.48,4,4,1,7,8,N-CL
21456,3422,0.59,Ideal,E,VVS1,60.7,57.0,160.69,0.7,272.36,2,2,1,4,7,CL
21457,761,0.33,Ideal,F,VVS2,61.8,54.0,90.52,0.7,274.3,3,3,1,2,4,CL
21458,663,0.36,Premium,D,SI1,59.6,58.0,99.68,0.9,276.89,1,6,2,2,8,CL
21459,1563,0.55,Good,F,VS2,62.8,63.0,138.18,1.2,251.24,3,5,4,4,13,CL
21460,621,0.3,Ideal,F,VS1,61.2,57.0,81.37,0.5,271.23,3,4,1,1,7,CL
21461,898,0.38,Ideal,H,VVS2,62.1,54.0,100.33,0.9,264.03,5,3,1,2,4,N-CL
21462,11205,1.38,Ideal,F,VS2,61.9,55.0,362.97,0.6,263.02,3,5,1,8,5,CL
21463,792,0.35,Very Good,D,VS1,63.9,55.0,92.14,0.9,263.26,1,4,3,2,5,CL
21464,1284,0.51,Very Good,E,SI1,62.9,55.0,132.64,1.2,260.08,2,6,3,4,5,CL
21465,11641,1.13,Ideal,E,VVS1,61.5,56.0,300.76,0.4,266.16,2,2,1,7,6,CL
21466,8219,1.06,Very Good,E,VS1,59.6,60.0,304.36,1.0,287.13,2,4,3,7,10,CL
21467,993,0.43,Premium,D,SI1,61.0,58.0,113.85,1.0,264.77,1,6,2,3,8,CL
21468,9890,1.75,Ideal,J,VS2,62.1,56.0,457.71,0.6,261.55,7,5,1,10,6,N-CL
21469,616,0.34,Ideal,G,VS2,60.8,56.0,93.78,0.4,275.82,4,5,1,2,6,N-CL
21470,17766,1.71,Premium,F,VS2,61.4,60.0,448.26,1.3,262.14,3,5,2,10,10,CL
21471,945,0.42,Ideal,I,VVS1,62.5,57.0,109.21,0.6,260.02,6,2,1,3,7,N-CL
21472,4525,1.01,Premium,G,SI1,63.0,58.0,251.23,0.9,248.74,4,6,2,7,8,N-CL
21473,706,0.32,Ideal,D,SI1,62.9,56.0,84.41,0.5,263.78,1,6,1,2,6,CL
21474,3653,0.91,Very Good,F,SI2,61.6,59.0,239.08,1.6,262.73,3,7,3,6,9,CL
21475,9694,1.63,Ideal,I,SI1,61.3,56.0,436.65,1.0,267.88,6,6,1,9,6,N-CL
21476,4933,1.21,Premium,E,SI2,61.0,58.0,328.03,0.7,271.1,2,7,2,8,8,CL
21477,2609,0.74,Ideal,I,VS1,60.7,55.0,201.91,0.7,272.85,6,4,1,5,5,N-CL
21478,2423,0.74,Ideal,G,SI2,62.7,56.0,193.43,0.9,261.39,4,7,1,5,6,N-CL
21479,5035,1.09,Ideal,E,SI2,61.9,55.0,290.99,0.6,266.96,2,7,1,7,5,CL
21480,1019,0.52,Ideal,I,SI1,62.0,54.0,139.26,0.4,267.81,6,6,1,4,4,N-CL
21481,4131,1.2,Premium,I,VS2,61.3,60.0,309.37,0.6,257.81,6,5,2,7,10,N-CL
21482,5047,1.15,Very Good,H,SI1,60.9,57.0,310.73,1.2,270.2,5,6,3,7,7,N-CL
21483,626,0.34,Very Good,D,SI1,62.8,58.0,89.11,0.9,262.09,1,6,3,2,8,CL
21484,9999,2.0,Good,G,SI2,64.2,60.0,481.26,1.0,240.63,4,7,4,10,10,N-CL
21485,5570,1.09,Very Good,F,SI1,62.3,57.0,286.18,0.9,262.55,3,6,3,7,7,CL
21486,8040,1.2,Ideal,G,VS2,62.4,54.7,318.6,0.9,265.5,4,5,1,7,5,N-CL
21487,1882,0.51,Ideal,D,VS2,61.6,56.0,137.12,0.4,268.86,1,5,1,4,6,CL
21488,7877,1.54,Very Good,E,SI2,59.0,62.0,435.52,0.4,282.81,2,7,3,9,12,CL
21489,749,0.34,Ideal,D,VS1,60.7,57.0,93.37,0.9,274.62,1,4,1,2,7,CL
21490,9777,1.7,Premium,G,SI1,62.4,59.0,437.24,0.8,257.2,4,6,2,9,9,N-CL
21491,5429,1.31,Good,H,SI2,64.1,57.0,322.82,0.9,246.43,5,7,4,8,7,N-CL
21492,6990,1.09,Very Good,F,VS2,61.4,54.0,298.97,0.6,274.28,3,5,3,7,4,CL
21493,2513,0.77,Very Good,I,VS2,63.2,58.0,198.15,1.0,257.34,6,5,3,5,8,N-CL
21494,1223,0.52,Ideal,F,SI1,62.2,54.0,141.96,0.8,273.0,3,6,1,4,4,CL
21495,8033,1.51,Premium,F,SI1,62.0,57.0,390.07,1.1,258.32,3,6,2,9,7,CL
21496,2725,0.83,Very Good,G,SI2,61.6,57.0,221.08,0.7,266.36,4,7,3,5,7,N-CL
21497,1306,0.5,Very Good,D,SI2,60.8,55.0,136.86,0.4,273.72,1,7,3,3,5,CL
21498,1771,0.6,Premium,E,SI1,59.4,60.0,169.11,1.1,281.85,2,6,2,4,10,CL
21499,2245,0.9,Very Good,E,I1,62.4,63.0,221.42,2.0,246.02,2,8,3,5,13,CL
21500,9510,1.73,Very Good,J,VS2,60.9,59.0,464.88,0.5,268.72,7,5,3,10,9,N-CL
21501,4476,1.02,Very Good,H,SI1,60.3,59.0,272.09,0.9,266.75,5,6,3,7,9,N-CL
21502,6262,1.07,Very Good,H,VS1,62.5,56.0,279.72,0.5,261.42,5,4,3,7,6,N-CL
21503,4788,1.01,Ideal,E,SI2,62.2,56.0,267.09,0.5,264.45,2,7,1,7,6,CL
21504,1600,0.52,Ideal,D,SI1,62.7,56.0,137.39,0.6,264.21,1,6,1,4,6,CL
21505,3499,1.01,Premium,J,SI2,61.8,60.0,261.73,0.6,259.14,7,7,2,7,10,N-CL
21506,758,0.46,Ideal,F,SI2,61.5,54.0,125.0,0.6,271.74,3,7,1,3,4,CL
21507,13165,1.2,Ideal,D,VVS2,62.7,56.0,314.43,0.4,262.03,1,3,1,7,6,CL
21508,5034,1.01,Premium,G,SI1,59.6,58.0,282.72,1.1,279.92,4,6,2,7,8,N-CL
21509,4726,0.97,Premium,F,SI1,59.9,59.0,258.47,0.5,266.46,3,6,2,6,9,CL
21510,11628,1.56,Ideal,G,SI1,61.2,56.0,421.31,0.3,270.07,4,6,1,9,6,N-CL
21511,1006,0.46,Very Good,F,SI1,63.1,56.0,116.21,0.6,252.63,3,6,3,3,6,CL
21512,1822,0.52,Ideal,D,VS2,62.7,53.0,137.39,0.6,264.21,1,5,1,4,3,CL
21514,2215,0.71,Ideal,G,SI1,62.5,57.0,181.95,1.4,256.27,4,6,1,5,7,N-CL
21515,2364,0.72,Premium,F,SI2,59.3,57.0,201.57,0.7,279.96,3,7,2,5,7,CL
21516,3519,0.9,Very Good,F,SI2,62.4,59.0,232.23,0.7,258.03,3,7,3,5,9,CL
21517,1114,0.33,Premium,H,IF,62.0,58.0,85.18,0.7,258.12,5,1,2,2,8,N-CL
21518,698,0.31,Premium,E,SI1,62.3,56.0,84.03,0.7,271.06,2,6,2,2,6,CL
21519,457,0.25,Very Good,G,VVS1,59.4,63.0,68.75,1.0,275.0,4,2,3,1,13,N-CL
21520,960,0.41,Very Good,E,VS2,62.5,56.0,108.98,0.8,265.8,2,5,3,3,6,CL
21521,4165,0.9,Good,E,SI1,63.1,61.0,234.5,0.7,260.56,2,6,4,5,11,CL
21522,7068,1.7,Ideal,H,I1,62.6,54.1,441.28,0.7,259.58,5,8,1,9,5,N-CL
21523,6701,1.28,Premium,H,SI1,59.9,59.0,351.89,0.4,274.91,5,6,2,8,9,N-CL
21524,1284,0.38,Very Good,F,IF,60.2,58.0,104.49,0.6,274.97,3,1,3,2,8,CL
21525,7409,1.64,Very Good,J,SI2,62.5,58.0,427.51,1.1,260.68,7,7,3,9,8,N-CL
21526,1074,0.5,Very Good,H,VS2,61.8,63.0,130.32,0.6,260.64,5,5,3,3,13,N-CL
21527,907,0.41,Premium,F,SI2,60.3,58.0,112.91,0.8,275.39,3,7,2,3,8,CL
21528,2559,0.81,Ideal,E,SI2,62.0,55.0,213.13,0.7,263.12,2,7,1,5,5,CL
21529,2074,0.7,Premium,H,VS2,62.2,58.0,186.17,0.5,265.96,5,5,2,4,8,N-CL
21530,1453,0.54,Ideal,I,VS1,63.1,55.0,141.15,0.8,261.39,6,4,1,4,5,N-CL
21531,8852,1.52,Premium,I,SI1,58.1,62.0,434.94,0.7,286.14,6,6,2,9,12,N-CL
21532,8167,1.22,Ideal,H,VS1,62.6,56.0,322.35,0.6,264.22,5,4,1,8,6,N-CL
21533,673,0.29,Ideal,G,IF,60.6,57.0,79.51,0.7,274.17,4,1,1,1,7,N-CL
21534,815,0.46,Very Good,F,SI2,62.6,58.0,120.06,1.6,261.0,3,7,3,3,8,CL
21535,945,0.3,Ideal,G,VVS1,61.4,56.0,80.99,0.5,269.97,4,2,1,1,6,N-CL
21536,6694,1.39,Premium,I,SI1,62.1,57.0,361.91,1.9,260.37,6,6,2,8,7,N-CL
21537,1607,0.53,Premium,G,VS2,62.0,58.0,139.8,0.6,263.77,4,5,2,4,8,N-CL
21538,2115,0.54,Very Good,F,VVS2,63.2,54.0,139.53,0.4,258.39,3,3,3,4,4,CL
21539,10655,1.51,Premium,G,SI1,60.4,58.0,406.3,1.1,269.07,4,6,2,9,8,N-CL
21540,17358,1.79,Premium,G,VS2,61.2,58.0,483.1,1.0,269.89,4,5,2,10,8,N-CL
21541,926,0.32,Ideal,F,VVS1,62.1,56.0,86.15,0.9,269.22,3,2,1,2,6,CL
21542,876,0.41,Premium,D,SI2,62.7,58.0,107.85,0.6,263.05,1,7,2,3,8,CL
21543,1140,0.5,Ideal,H,SI1,62.1,58.0,129.55,0.6,259.1,5,6,1,3,8,N-CL
21544,4284,1.02,Premium,F,SI2,60.0,60.0,280.15,0.6,274.66,3,7,2,7,10,CL
21545,5779,1.2,Good,H,SI1,63.7,58.0,299.86,0.6,249.88,5,6,4,7,8,N-CL
21546,625,0.31,Premium,F,VS2,59.7,60.0,85.76,0.7,276.65,3,5,2,2,10,CL
21547,1723,0.56,Ideal,F,VS2,62.1,57.0,147.76,0.2,263.86,3,5,1,4,7,CL
21548,649,0.41,Premium,H,SI2,60.9,60.0,111.98,0.6,273.12,5,7,2,3,10,N-CL
21549,11708,1.55,Premium,H,VS2,61.3,61.0,407.41,0.9,262.85,5,5,2,9,11,N-CL
21550,8633,1.12,Premium,D,VS1,62.1,57.0,295.41,0.4,263.76,1,4,2,7,7,CL
21551,776,0.3,Ideal,H,VVS2,61.3,57.0,80.43,0.5,268.1,5,3,1,1,7,N-CL
21552,13263,2.18,Premium,I,SI1,63.0,58.0,549.34,0.7,251.99,6,6,2,11,8,N-CL
21553,5398,1.02,Premium,F,SI1,62.3,58.0,262.95,1.2,257.79,3,6,2,7,8,CL
21554,6930,1.05,Premium,E,VS2,62.1,58.0,278.02,0.6,264.78,2,5,2,7,8,CL
21555,723,0.42,Very Good,D,SI1,60.2,58.0,115.97,0.8,276.12,1,6,3,3,8,CL
21556,4953,1.34,Premium,G,SI2,60.1,61.0,354.39,0.7,264.47,4,7,2,8,11,N-CL
21557,6093,1.28,Premium,H,SI2,60.2,58.0,352.37,1.4,275.29,5,7,2,8,8,N-CL
21558,841,0.32,Ideal,D,VVS2,62.3,54.0,87.13,0.5,272.28,1,3,1,2,4,CL
21559,8866,1.55,Premium,I,SI1,62.5,60.0,395.98,0.3,255.47,6,6,2,9,10,N-CL
21560,2170,0.74,Very Good,J,VS1,62.7,58.0,193.43,0.9,261.39,7,4,3,5,8,N-CL
21561,872,0.31,Ideal,E,VS2,61.8,54.0,82.31,0.7,265.52,2,5,1,2,4,CL
21562,421,0.3,Very Good,H,SI1,62.9,58.0,75.87,0.5,252.9,5,6,3,1,8,N-CL
21563,413,0.34,Ideal,D,I1,62.5,57.0,90.12,0.4,265.06,1,8,1,2,7,CL
21564,2378,0.54,Ideal,D,VS1,61.3,56.0,147.2,0.6,272.59,1,4,1,4,6,CL
21565,1040,0.42,Ideal,D,SI1,61.8,57.0,109.44,0.8,260.57,1,6,1,3,7,CL
21566,4693,0.9,Very Good,D,SI1,62.8,59.0,234.5,0.7,260.56,1,6,3,5,9,CL
21567,4466,0.91,Very Good,D,SI1,63.2,59.0,230.34,0.5,253.12,1,6,3,6,9,CL
21568,1721,0.53,Ideal,E,VS2,60.0,57.0,147.19,1.1,277.72,2,5,1,4,7,CL
21569,977,0.51,Very Good,J,SI1,63.2,56.0,131.61,0.8,258.06,7,6,3,4,6,N-CL
21570,2841,0.71,Very Good,D,VS1,63.4,55.0,179.08,1.4,252.23,1,4,3,5,5,CL
21571,6086,1.52,Premium,H,SI2,62.6,60.0,391.15,0.5,257.34,5,7,2,9,10,N-CL
21572,2818,0.86,Premium,F,SI2,59.3,62.0,246.06,2.2,286.12,3,7,2,5,12,CL
21573,10165,1.61,Premium,J,IF,62.1,58.0,423.56,0.8,263.08,7,1,2,9,8,N-CL
21574,2726,0.7,Very Good,D,SI1,61.8,55.0,190.11,0.5,271.59,1,6,3,4,5,CL
21575,3798,0.72,Very Good,E,VVS2,60.5,55.0,199.17,0.5,276.62,2,3,3,5,5,CL
21576,561,0.32,Good,G,VS2,63.3,54.0,84.03,0.7,262.59,4,5,4,2,4,N-CL
21577,1401,0.58,Very Good,F,SI1,59.9,58.0,156.01,0.9,268.98,3,6,3,4,8,CL
21578,1297,0.56,Premium,E,SI2,62.6,59.0,141.69,0.8,253.02,2,7,2,4,9,CL
21579,8040,3.01,Premium,I,I1,62.7,58.0,732.19,1.4,243.25,6,8,2,13,8,N-CL
21580,2107,0.7,Very Good,H,SI1,62.7,56.0,176.87,0.4,252.67,5,6,3,4,6,N-CL
21581,8669,1.37,Premium,H,VS1,62.9,58.0,355.89,0.7,259.77,5,4,2,8,8,N-CL
21582,5154,1.01,Ideal,F,SI2,61.7,56.0,269.17,0.6,266.5,3,7,1,7,6,CL
21583,1020,0.32,Ideal,E,VVS1,61.9,55.0,84.6,0.7,264.38,2,2,1,2,5,CL
21584,787,0.41,Ideal,H,SI2,61.7,56.0,109.21,0.6,266.37,5,7,1,3,6,N-CL
21585,3749,0.92,Premium,F,SI1,62.6,59.0,240.25,0.6,261.14,3,6,2,6,9,CL
21586,1947,0.46,Premium,D,VVS1,60.0,59.0,126.0,0.8,273.91,1,2,2,3,9,CL
21587,1376,0.5,Very Good,D,SI1,60.6,59.0,133.17,0.8,266.34,1,6,3,3,9,CL
21588,3846,0.91,Premium,E,SI2,61.6,60.0,228.47,0.7,251.07,2,7,2,6,10,CL
21589,1917,0.71,Premium,I,SI2,60.3,58.0,189.11,1.0,266.35,6,7,2,5,8,N-CL
21590,645,0.32,Very Good,H,VVS2,62.9,57.0,84.03,0.7,262.59,5,3,3,2,7,N-CL
21591,7255,1.14,Ideal,G,VS1,62.5,56.0,296.74,0.4,260.3,4,4,1,7,6,N-CL
21592,8931,1.5,Very Good,H,SI1,62.9,57.0,383.71,0.6,255.81,5,6,3,8,7,N-CL
21593,17548,1.57,Ideal,E,VS2,60.5,57.0,431.51,0.5,274.85,2,5,1,9,7,CL
21594,1433,0.43,Premium,G,IF,60.9,59.0,119.09,1.2,276.95,4,1,2,3,9,N-CL
21595,2841,0.82,Ideal,F,SI2,61.7,53.0,224.73,2.0,274.06,3,7,1,5,3,CL
21596,1324,0.85,Fair,H,I1,66.7,59.0,195.77,1.4,230.32,5,8,5,5,9,N-CL
21597,357,0.3,Very Good,J,VS2,62.2,57.0,79.14,0.5,263.8,7,5,3,1,7,N-CL
21598,3925,1.03,Ideal,I,SI2,62.2,57.0,272.94,0.6,264.99,6,7,1,7,7,N-CL
21599,2572,0.71,Premium,H,VS1,59.1,61.0,199.51,0.7,281.0,5,4,2,5,11,N-CL
21600,5384,1.13,Ideal,H,SI1,62.3,56.0,298.08,0.5,263.79,5,6,1,7,6,N-CL
21601,18374,2.4,Ideal,H,SI2,62.0,55.0,633.84,0.4,264.1,5,7,1,11,5,N-CL
21604,4540,1.02,Ideal,H,SI1,61.6,57.0,271.67,1.1,266.34,5,6,1,7,7,N-CL
21605,4166,1.0,Good,H,VS2,57.8,59.0,273.35,0.9,273.35,5,5,4,6,9,N-CL
21606,7810,1.21,Ideal,H,SI1,60.9,56.0,331.85,0.7,274.26,5,6,1,8,6,N-CL
21607,15776,1.51,Ideal,D,VS2,60.9,57.0,411.83,0.4,272.74,1,5,1,9,7,CL
