,price,carat,cut,color,clarity,depth,table,volume,L/W_ratio,V/W_Ratio,T/D_ratio
23224,612,0.32,Premium,G,SI1,60.5,59.0,85.38,0.9,266.81,0.9752066115702479
23225,667,0.4,Ideal,I,VS2,62.6,54.0,106.95,0.2,267.38,0.8626198083067093
23226,575,0.25,Very Good,D,VVS2,58.8,59.0,71.13,1.2,284.52,1.0034013605442178
23227,669,0.35,Ideal,D,SI2,61.8,57.0,93.78,0.9,267.94,0.9223300970873787
23228,428,0.23,Good,G,VVS2,63.8,56.0,59.93,1.0,260.57,0.877742946708464
23229,905,0.43,Ideal,F,VS2,61.1,56.0,117.65,0.6,273.6,0.9165302782324058
23230,15398,2.04,Premium,E,SI2,62.7,60.0,514.56,0.5,252.24,0.9569377990430622
23231,1337,0.5,Very Good,H,VS2,62.9,58.0,132.13,0.4,264.26,0.9220985691573927
23232,471,0.29,Very Good,G,VS2,62.5,56.0,75.69,0.7,261.0,0.896
23233,737,0.3,Very Good,G,VVS1,59.8,62.0,82.31,0.7,274.37,1.0367892976588629
23234,827,0.5,Fair,F,I1,57.5,66.0,141.66,2.5,283.32,1.1478260869565218
23235,2507,0.79,Ideal,I,SI1,61.2,55.0,212.77,0.5,269.33,0.8986928104575163
23236,461,0.24,Very Good,E,VS1,62.4,56.0,62.41,0.3,260.04,0.8974358974358975
23237,1391,0.59,Very Good,I,VS2,63.4,56.0,152.56,0.7,258.58,0.8832807570977919
23238,2136,0.72,Very Good,J,VS1,62.3,57.0,190.77,0.7,264.96,0.9149277688603532
23239,756,0.32,Ideal,D,SI1,61.5,56.0,85.18,0.7,266.19,0.9105691056910569
23240,3323,0.74,Very Good,E,VS2,62.8,58.0,190.11,0.5,256.91,0.9235668789808917
23241,1068,0.51,Premium,F,SI2,62.1,56.0,134.74,1.0,264.2,0.9017713365539453
23242,4678,1.07,Ideal,F,SI2,62.0,57.0,282.7,1.7,264.21,0.9193548387096774
23243,477,0.34,Ideal,E,SI2,62.4,57.0,90.52,0.7,266.24,0.9134615384615384
23244,4004,1.01,Fair,G,SI1,64.2,59.0,248.86,0.5,246.4,0.9190031152647975
23245,2826,0.7,Good,E,VS1,57.2,59.0,205.37,1.0,293.39,1.0314685314685315
23246,4746,1.02,Ideal,H,SI1,62.5,57.0,267.5,0.8,262.25,0.912
23247,1056,0.43,Ideal,G,VVS2,61.9,55.0,114.32,0.4,265.86,0.8885298869143781
23248,2912,1.0,Fair,I,SI1,66.0,56.0,245.7,1.1,245.7,0.8484848484848485
23249,530,0.23,Ideal,F,VVS2,61.9,57.0,61.63,0.8,267.96,0.9208400646203554
23250,2386,0.7,Good,E,SI1,63.6,62.0,174.68,0.5,249.54,0.9748427672955975
23251,658,0.3,Very Good,E,VS2,62.8,59.0,76.95,0.5,256.5,0.9394904458598726
23252,5889,1.06,Ideal,H,VS2,62.5,57.0,271.68,0.3,256.3,0.912
23253,2849,0.74,Very Good,E,VS1,63.1,58.0,188.79,0.3,255.12,0.919175911251981
23254,1034,0.31,Ideal,D,VVS2,62.0,56.0,83.07,0.5,267.97,0.9032258064516129
23255,1781,0.51,Premium,G,VS1,62.9,58.0,130.06,1.0,255.02,0.9220985691573927
23256,8511,1.4,Premium,G,SI1,62.5,58.0,354.89,0.8,253.49,0.928
23257,821,0.36,Very Good,G,VS1,60.7,57.1,98.81,1.8,274.47,0.9406919275123559
23258,7255,1.51,Good,I,VVS2,63.6,58.0,384.24,0.4,254.46,0.9119496855345912
23259,5524,1.08,Very Good,H,VS2,58.1,62.0,305.27,0.3,282.66,1.0671256454388984
23260,7550,1.1,Ideal,G,VS1,61.3,57.0,292.3,1.1,265.73,0.9298531810766721
23261,4323,0.7,Ideal,D,VS1,61.5,57.0,185.19,0.5,264.56,0.926829268292683
23262,743,0.33,Premium,E,SI1,62.2,59.0,86.16,0.5,261.09,0.9485530546623794
23263,5878,1.28,Premium,H,VS2,59.4,60.0,349.41,0.6,272.98,1.0101010101010102
23264,1775,0.5,Premium,E,VS1,62.8,59.0,127.25,1.8,254.5,0.9394904458598726
23265,1676,0.5,Ideal,E,VS2,62.3,57.0,129.04,0.8,258.08,0.9149277688603532
23266,14238,2.02,Premium,I,VS1,60.5,62.0,543.34,0.4,268.98,1.024793388429752
23267,1350,0.5,Fair,G,VS1,65.8,57.0,121.26,2.4,242.52,0.8662613981762919
23268,2022,0.78,Premium,J,SI2,60.6,58.0,207.47,0.5,265.99,0.957095709570957
23269,1163,0.4,Ideal,F,VVS2,61.7,56.0,105.6,0.4,264.0,0.9076175040518638
23270,373,0.23,Very Good,F,VS1,62.1,58.0,61.01,1.0,265.26,0.9339774557165861
23271,3922,0.74,Ideal,G,VVS2,61.7,55.0,197.14,0.5,266.41,0.8914100486223663
23272,1103,0.37,Ideal,E,VVS1,61.5,56.0,98.82,1.1,267.08,0.9105691056910569
23273,3138,0.79,Very Good,E,SI1,63.3,56.3,202.26,0.5,256.03,0.8894154818325435
23274,661,0.31,Ideal,G,VVS2,60.0,58.0,85.57,0.9,276.03,0.9666666666666667
23275,1056,0.37,Ideal,G,IF,62.1,55.0,99.04,0.9,267.68,0.8856682769726247
23276,678,0.24,Ideal,E,VVS2,61.4,57.0,65.29,1.0,272.04,0.9283387622149837
23277,3097,0.81,Premium,F,SI1,60.3,59.0,218.88,1.2,270.22,0.9784411276948591
23278,1125,0.4,Ideal,G,VS1,62.8,56.0,102.5,0.6,256.25,0.89171974522293
23279,7159,1.13,Ideal,G,VS2,61.6,57.0,299.87,0.3,265.37,0.9253246753246753
23280,3896,0.93,Good,F,SI2,63.4,54.0,241.02,0.8,259.16,0.8517350157728707
23281,2339,0.82,Fair,G,SI1,66.4,54.0,198.83,0.9,242.48,0.8132530120481927
23282,2817,0.71,Ideal,E,SI1,61.3,55.0,188.79,0.9,265.9,0.8972267536704731
23283,7493,1.24,Premium,H,VS1,61.2,59.0,331.37,0.4,267.23,0.9640522875816993
23284,7956,1.41,Very Good,H,SI1,62.9,57.0,352.89,0.6,250.28,0.9062003179650239
23285,11189,1.5,Ideal,H,SI1,62.0,55.0,390.08,0.7,260.05,0.8870967741935484
23286,1046,0.31,Premium,H,IF,61.0,58.0,82.5,0.9,266.13,0.9508196721311475
23287,17649,1.51,Ideal,E,VS1,62.2,57.0,394.9,0.7,261.52,0.9163987138263665
23288,2811,1.0,Fair,J,VS2,65.7,59.0,226.23,1.1,226.23,0.898021308980213
23289,1261,0.4,Very Good,F,IF,62.9,55.0,103.38,0.4,258.45,0.8744038155802862
23290,6663,1.01,Ideal,G,VS2,60.9,57.0,274.62,0.5,271.9,0.9359605911330049
23291,814,0.32,Ideal,H,IF,62.0,55.0,85.76,0.7,268.0,0.8870967741935484
23292,4950,1.25,Very Good,I,SI2,61.0,60.0,337.63,0.7,270.1,0.9836065573770492
23293,2889,0.7,Very Good,F,VS1,62.2,58.0,186.47,2.0,266.39,0.932475884244373
23294,787,0.39,Good,G,VS2,63.3,57.0,99.68,0.9,255.59,0.9004739336492892
23295,726,0.43,Premium,I,SI2,59.8,59.0,118.61,0.8,275.84,0.9866220735785953
23296,2272,0.71,Ideal,I,VS2,62.0,54.0,190.77,0.7,268.69,0.8709677419354839
23297,4427,1.05,Very Good,G,SI2,63.5,57.0,264.19,0.6,251.61,0.8976377952755905
23298,972,0.4,Ideal,F,VVS2,61.1,57.0,108.98,1.5,272.45,0.9328968903436988
23299,464,0.31,Ideal,H,SI1,61.5,55.0,85.76,0.7,276.65,0.8943089430894309
23300,394,0.26,Ideal,G,SI1,62.0,54.0,68.92,0.7,265.08,0.8709677419354839
23301,2057,0.59,Ideal,G,VS2,61.9,56.0,158.05,0.7,267.88,0.9046849757673667
23302,4360,0.91,Ideal,G,SI2,61.0,57.0,246.49,0.5,270.87,0.9344262295081968
23303,5166,1.05,Premium,H,VS2,62.3,57.0,270.0,0.6,257.14,0.9149277688603532
23304,694,0.4,Ideal,E,SI1,62.4,53.0,106.72,0.4,266.8,0.8493589743589743
23305,2715,0.74,Ideal,I,VVS1,62.3,55.0,195.44,0.9,264.11,0.882825040128411
23306,18193,2.2,Premium,G,SI1,60.5,55.0,601.91,0.8,273.6,0.9090909090909091
23307,6323,1.22,Very Good,H,SI1,62.4,57.0,315.35,0.6,258.48,0.9134615384615384
23308,4977,1.01,Good,D,SI1,62.9,57.0,257.26,0.5,254.71,0.9062003179650239
23309,7800,1.02,Good,G,VVS2,63.1,59.0,265.42,1.1,260.22,0.9350237717908082
23310,2359,0.58,Ideal,E,VS1,60.8,57.0,158.63,0.2,273.5,0.9375
23311,951,0.39,Premium,G,VS1,61.7,62.0,101.41,0.9,260.03,1.0048622366288493
23312,2702,0.75,Good,E,SI2,62.3,58.0,195.11,0.5,260.15,0.9309791332263243
23313,4620,1.5,Good,I,I1,62.6,63.0,377.92,0.8,251.95,1.0063897763578276
23314,1748,0.52,Very Good,F,VS1,63.2,57.0,132.39,0.2,254.6,0.9018987341772151
23315,734,0.31,Ideal,D,VS2,60.4,56.0,85.76,0.7,276.65,0.9271523178807948
23316,13078,1.72,Premium,H,SI1,62.9,58.0,439.55,0.5,255.55,0.9220985691573927
23317,353,0.23,Very Good,H,VS1,61.0,57.0,61.79,0.5,268.65,0.9344262295081968
23318,1656,0.51,Ideal,E,VS2,62.5,55.0,133.69,1.0,262.14,0.88
23319,2922,0.53,Ideal,F,VVS1,61.6,56.0,140.6,1.1,265.28,0.9090909090909091
23320,3774,0.9,Premium,G,SI1,62.7,59.0,228.47,0.7,253.86,0.9409888357256778
23321,11060,1.47,Very Good,G,VS2,62.7,56.0,368.6,0.4,250.75,0.8931419457735247
23322,4232,0.9,Premium,F,SI1,59.9,59.0,247.67,0.5,275.19,0.984974958263773
23323,2066,0.56,Ideal,D,VS2,61.6,56.0,147.47,0.8,263.34,0.9090909090909091
23324,1251,0.42,Ideal,G,IF,62.0,57.0,111.52,0.4,265.52,0.9193548387096774
23325,5262,1.11,Ideal,E,SI2,61.2,55.0,301.66,0.6,271.77,0.8986928104575163
23326,1125,0.5,Premium,F,SI2,59.9,60.0,138.99,1.1,277.98,1.001669449081803
23327,777,0.26,Ideal,D,VVS2,61.4,55.0,71.29,1.7,274.19,0.8957654723127036
23328,7602,1.01,Premium,F,VS1,62.5,58.0,260.5,0.8,257.92,0.928
23329,2383,0.55,Ideal,G,IF,61.1,57.0,148.31,1.0,269.65,0.9328968903436988
23330,7416,1.21,Very Good,G,VS2,63.1,58.0,304.81,0.9,251.91,0.919175911251981
23331,2870,0.83,Ideal,E,SI2,62.2,57.0,219.61,0.8,264.59,0.9163987138263665
23332,1611,0.51,Ideal,H,VVS2,60.1,57.0,141.42,0.6,277.29,0.9484193011647254
23333,605,0.3,Ideal,G,VS1,62.5,57.0,80.06,0.7,266.87,0.912
23334,1132,0.58,Ideal,I,SI1,62.2,54.0,155.43,0.7,267.98,0.8681672025723473
23335,5161,1.28,Premium,H,SI2,62.5,62.0,322.35,0.7,251.84,0.992
23336,781,0.33,Ideal,D,VS2,62.3,56.0,88.12,0.7,267.03,0.8988764044943821
23337,579,0.33,Premium,E,SI1,60.9,58.0,90.32,0.9,273.7,0.9523809523809524
23338,4316,1.01,Ideal,I,SI1,62.2,56.0,261.72,1.1,259.13,0.9003215434083601
23339,1668,0.52,Premium,E,VS1,61.6,58.0,137.92,0.8,265.23,0.9415584415584415
23340,1200,0.4,Premium,D,VS1,59.2,59.0,110.36,0.4,275.9,0.9966216216216216
23341,829,0.35,Ideal,E,VS1,61.9,56.0,92.55,0.4,264.43,0.9046849757673667
23342,2753,0.76,Ideal,I,VVS1,62.2,55.0,202.95,0.3,267.04,0.8842443729903536
23343,9028,1.5,Good,F,SI2,61.2,63.0,402.48,1.1,268.32,1.0294117647058822
23344,5008,1.02,Premium,H,VS2,60.4,59.0,279.72,0.5,274.24,0.9768211920529801
23345,942,0.31,Ideal,D,VS2,62.5,56.0,79.51,0.7,256.48,0.896
23346,1935,0.5,Ideal,G,VVS2,62.3,56.0,129.81,0.8,259.62,0.8988764044943821
23347,680,0.23,Premium,E,VVS1,61.3,60.0,62.57,1.5,272.04,0.9787928221859706
23348,1977,0.7,Very Good,I,SI2,61.8,58.0,184.21,1.1,263.16,0.9385113268608415
23349,803,0.37,Premium,D,VS1,60.2,60.0,101.41,1.1,274.08,0.9966777408637874
23350,2198,0.54,Very Good,F,VVS2,60.2,59.0,148.03,0.6,274.13,0.9800664451827242
23351,10874,1.64,Premium,H,SI1,59.2,58.0,457.7,1.0,279.09,0.9797297297297297
23352,3388,0.9,Very Good,H,SI1,63.2,59.0,229.21,1.0,254.68,0.9335443037974683
23353,1298,0.43,Ideal,H,VVS1,61.5,56.0,116.21,0.6,270.26,0.9105691056910569
23354,1978,0.74,Very Good,J,VS2,62.3,55.0,196.8,0.7,265.95,0.882825040128411
23355,6663,1.06,Very Good,G,VS1,63.1,57.0,270.41,1.1,255.1,0.9033280507131537
23356,2815,0.89,Premium,H,SI2,60.2,59.0,242.97,0.5,273.0,0.9800664451827242
23357,3591,0.84,Premium,E,VS2,62.4,60.0,218.16,1.0,259.71,0.9615384615384616
23358,473,0.3,Premium,I,VS1,61.7,59.0,78.77,0.9,262.57,0.9562398703403565
23359,2074,0.64,Premium,D,SI1,62.3,58.0,166.67,0.7,260.42,0.9309791332263243
23360,589,0.32,Premium,D,SI1,61.4,58.0,85.57,0.9,267.41,0.9446254071661238
23361,4314,0.81,Ideal,E,VS2,62.0,57.0,213.13,0.3,263.12,0.9193548387096774
23362,812,0.38,Premium,I,VS2,60.2,58.0,104.48,1.3,274.95,0.9634551495016611
23363,1020,0.5,Premium,G,I1,62.2,59.0,128.28,0.8,256.56,0.9485530546623794
23364,2959,0.82,Ideal,I,SI1,61.8,55.0,218.17,0.5,266.06,0.8899676375404532
23365,568,0.3,Good,D,VS2,63.1,58.0,78.77,0.9,262.57,0.919175911251981
23366,2475,0.7,Very Good,D,SI1,62.9,63.0,176.24,0.9,251.77,1.001589825119237
23367,3917,0.77,Very Good,F,VVS2,60.6,60.0,206.42,0.5,268.08,0.9900990099009901
23368,650,0.34,Premium,G,SI1,60.8,59.0,90.71,2.2,266.79,0.9703947368421053
23369,2129,0.81,Premium,J,VS2,60.6,60.0,217.44,0.7,268.44,0.9900990099009901
23370,6103,1.02,Very Good,E,VS2,60.3,60.0,276.3,1.5,270.88,0.9950248756218906
23371,2648,0.74,Premium,F,SI1,61.4,59.0,196.8,0.2,265.95,0.9609120521172638
23372,13325,1.71,Premium,D,SI2,60.6,60.0,458.9,0.9,268.36,0.9900990099009901
23373,1857,0.53,Ideal,D,VS2,61.5,56.0,141.41,1.2,266.81,0.9105691056910569
23374,3412,0.73,Ideal,D,VS2,62.7,53.0,193.1,0.5,264.52,0.8452950558213715
23375,544,0.31,Ideal,H,VS1,61.1,57.0,83.83,0.9,270.42,0.9328968903436988
23376,8400,1.11,Ideal,G,VS2,61.6,56.0,292.75,0.5,263.74,0.9090909090909091
23377,4045,0.91,Premium,G,SI1,62.6,58.0,233.74,0.5,256.86,0.926517571884984
23378,3500,0.9,Ideal,G,SI2,62.4,56.0,235.26,0.8,261.4,0.8974358974358975
23379,1721,0.53,Premium,G,VS1,62.4,58.0,139.53,0.8,263.26,0.9294871794871795
23380,1027,0.38,Ideal,E,VVS2,62.4,56.0,101.84,1.3,268.0,0.8974358974358975
23381,6676,1.31,Ideal,F,SI2,62.7,57.0,343.48,1.0,262.2,0.9090909090909091
23382,12738,1.51,Premium,D,SI1,61.6,57.0,397.05,1.2,262.95,0.9253246753246753
23383,5871,1.68,Good,E,I1,64.3,60.0,414.04,0.5,246.45,0.9331259720062208
23384,2019,0.53,Ideal,E,VS1,61.6,55.6,142.5,1.0,268.87,0.9025974025974026
23385,997,0.5,Good,F,SI2,63.5,58.0,126.0,1.0,252.0,0.9133858267716536
23386,1141,0.52,Premium,I,VS1,59.6,60.0,136.59,0.6,262.67,1.006711409395973
23387,4140,0.8,Ideal,F,VVS2,61.6,57.0,210.64,0.5,263.3,0.9253246753246753
23388,720,0.3,Ideal,G,VVS1,61.8,56.0,82.88,0.7,276.27,0.9061488673139159
23389,3411,1.01,Good,I,SI2,64.1,58.0,247.27,0.8,244.82,0.904836193447738
23390,1453,0.58,Very Good,E,SI1,59.6,57.0,158.93,0.2,274.02,0.9563758389261745
23391,13113,2.0,Very Good,J,VS2,60.7,59.0,539.35,0.4,269.68,0.971993410214168
23392,10740,1.54,Ideal,D,SI2,61.6,57.0,409.62,0.5,265.99,0.9253246753246753
23393,9207,1.73,Premium,I,SI2,62.0,60.0,446.52,0.5,258.1,0.967741935483871
23394,900,0.4,Premium,G,SI1,61.6,59.0,102.5,1.3,256.25,0.9577922077922078
23395,5941,1.2,Very Good,I,VS2,60.5,60.0,329.45,1.0,274.54,0.9917355371900827
23396,591,0.35,Premium,J,VS1,62.2,58.0,91.53,1.1,261.51,0.932475884244373
23397,2654,0.71,Ideal,E,SI1,61.5,57.0,188.46,0.9,265.44,0.926829268292683
23398,942,0.31,Ideal,D,VS2,61.5,56.0,82.69,0.5,266.74,0.9105691056910569
23399,5880,1.0,Premium,D,SI1,62.5,59.0,254.83,0.9,254.83,0.944
23400,1033,0.34,Ideal,D,VS2,61.3,57.0,89.91,0.7,264.44,0.9298531810766721
23401,5352,1.08,Ideal,G,SI1,61.8,56.0,282.3,0.5,261.39,0.9061488673139159
23402,3556,0.9,Premium,F,SI2,61.4,58.0,232.6,1.0,258.44,0.9446254071661238
23403,9918,1.19,Ideal,G,VS1,62.4,54.0,314.43,0.4,264.23,0.8653846153846154
23404,734,0.31,Ideal,D,VS2,61.2,55.0,85.37,1.1,275.39,0.8986928104575163
23405,2016,0.55,Ideal,G,VVS2,60.5,58.0,151.13,0.8,274.78,0.9586776859504132
23406,14745,2.01,Good,G,SI2,63.0,60.0,505.61,0.9,251.55,0.9523809523809523
23407,1367,0.41,Ideal,G,IF,61.0,57.0,110.82,0.4,270.29,0.9344262295081968
23408,1133,0.54,Ideal,G,SI2,61.8,54.0,144.15,0.4,266.94,0.8737864077669903
23409,13140,1.6,Ideal,F,SI1,61.1,55.0,433.8,0.4,271.12,0.9001636661211129
23410,998,0.38,Premium,F,VS1,62.4,59.0,96.7,1.3,254.47,0.9455128205128205
23411,1607,0.53,Premium,G,VS2,60.7,59.0,140.6,1.1,265.28,0.971993410214168
23412,9248,1.16,Ideal,G,VS1,61.5,55.0,313.04,0.9,269.86,0.8943089430894309
23413,800,0.31,Ideal,E,VS1,61.7,53.0,84.03,0.7,271.06,0.8589951377633711
23414,10439,1.16,Ideal,F,VVS2,61.8,56.7,307.99,1.2,265.51,0.9174757281553398
23415,12738,1.52,Premium,G,VS2,60.9,61.0,403.58,0.4,265.51,1.0016420361247949
23416,1306,0.5,Ideal,H,VS2,60.3,55.0,140.06,1.0,280.12,0.9121061359867331
23417,2151,0.71,Fair,D,SI1,64.6,60.0,174.05,0.9,245.14,0.9287925696594428
23418,492,0.33,Ideal,D,SI2,61.3,56.0,89.71,0.9,271.85,0.9135399673735727
23419,12551,1.51,Ideal,G,VS2,62.1,54.0,392.22,0.4,259.75,0.8695652173913043
23420,854,0.33,Ideal,F,VS2,61.9,55.0,87.53,0.7,265.24,0.8885298869143781
23421,552,0.3,Good,I,VVS1,63.1,57.0,78.59,0.5,261.97,0.9033280507131537
23422,573,0.31,Very Good,H,SI1,63.1,57.0,80.62,0.7,260.06,0.9033280507131537
23423,3112,0.71,Very Good,H,IF,63.0,57.0,182.92,1.2,257.63,0.9047619047619048
23424,665,0.3,Ideal,H,VVS1,61.8,55.0,82.88,0.7,276.27,0.8899676375404532
23425,1295,0.41,Ideal,D,VVS2,62.3,57.0,107.4,0.4,261.95,0.9149277688603532
23426,737,0.4,Premium,F,SI1,62.5,59.0,103.6,0.9,259.0,0.944
23427,1672,0.57,Premium,E,VS2,62.9,57.0,145.25,0.9,254.82,0.9062003179650239
23428,6178,1.11,Good,E,SI1,61.4,57.5,293.63,0.6,264.53,0.9364820846905537
23429,1950,0.54,Ideal,G,VVS2,60.8,56.0,148.03,0.6,274.13,0.9210526315789475
23430,1173,0.46,Premium,E,VS2,61.5,60.0,119.34,0.8,259.43,0.975609756097561
23431,4234,0.96,Good,G,SI1,57.6,59.0,281.01,0.5,292.72,1.0243055555555556
23432,504,0.35,Good,H,SI1,63.2,57.0,91.12,0.7,260.34,0.9018987341772151
23433,4022,0.7,Very Good,D,VVS2,62.8,60.0,182.92,0.7,261.31,0.9554140127388535
23434,1008,0.32,Ideal,D,VVS2,60.9,57.0,86.93,1.4,271.66,0.9359605911330049
23435,1647,0.53,Very Good,E,VS2,59.1,60.0,146.64,0.8,276.68,1.015228426395939
23436,6290,1.0,Ideal,G,VS1,62.9,57.0,254.03,0.6,254.03,0.9062003179650239
23437,13500,2.09,Very Good,I,SI2,63.1,60.0,530.11,1.0,253.64,0.9508716323296355
23438,635,0.31,Ideal,I,IF,60.9,57.0,84.6,0.7,272.9,0.9359605911330049
23439,6828,1.17,Ideal,F,SI1,61.1,56.0,314.89,0.7,269.14,0.9165302782324058
23440,827,0.35,Ideal,D,SI1,60.7,57.0,93.78,0.9,267.94,0.9390444810543657
23441,600,0.26,Premium,H,VVS2,62.4,58.0,66.43,0.7,255.5,0.9294871794871795
23442,565,0.3,Very Good,G,VS1,60.8,61.0,81.18,0.7,270.6,1.0032894736842106
23443,2451,0.79,Good,I,VS2,58.5,62.0,218.52,0.8,276.61,1.0598290598290598
23444,739,0.43,Good,F,SI1,63.6,53.0,111.75,0.8,259.88,0.8333333333333333
23445,926,0.32,Ideal,F,VVS1,61.4,56.0,85.57,0.9,267.41,0.9120521172638437
23446,687,0.33,Ideal,H,VVS1,61.4,53.0,93.16,1.1,282.3,0.8631921824104235
23447,949,0.41,Good,D,VVS2,63.3,59.0,105.38,0.4,257.02,0.9320695102685624
23448,4696,0.92,Ideal,D,SI1,61.8,55.0,246.49,0.5,267.92,0.8899676375404532
23449,1549,0.53,Ideal,G,SI1,61.1,55.0,144.98,0.4,273.55,0.9001636661211129
23450,11196,1.05,Ideal,D,VVS2,61.9,54.0,280.15,0.3,266.81,0.8723747980613894
23451,1433,0.39,Ideal,F,IF,61.9,57.0,102.72,0.2,263.38,0.9208400646203554
23452,576,0.32,Ideal,I,VS2,63.0,56.0,84.8,0.9,265.0,0.8888888888888888
23453,4380,0.71,Ideal,D,VS1,61.7,56.0,188.13,0.5,264.97,0.9076175040518638
23454,1593,0.5,Premium,E,SI1,59.9,58.0,138.46,0.2,276.92,0.9682804674457429
23455,7763,1.56,Premium,J,VS2,61.7,58.0,412.38,0.7,264.35,0.940032414910859
23456,8587,1.64,Premium,I,SI2,61.3,58.0,440.13,0.5,268.37,0.9461663947797717
23457,614,0.35,Premium,E,SI1,61.1,59.0,93.57,1.3,267.34,0.9656301145662848
23458,6968,1.02,Ideal,G,VS1,62.0,55.0,272.9,2.0,267.55,0.8870967741935484
23459,794,0.39,Ideal,H,VVS2,62.0,55.0,103.38,0.4,265.08,0.8870967741935484
23460,4845,1.03,Ideal,E,SI2,62.3,56.0,270.41,1.2,262.53,0.8988764044943821
23461,12883,2.08,Premium,G,SI2,62.2,60.0,534.06,0.9,256.76,0.9646302250803858
23462,975,0.4,Premium,E,VS2,62.5,58.0,102.27,1.7,255.68,0.928
23463,799,0.27,Ideal,D,VVS2,62.6,56.0,70.79,0.5,262.19,0.8945686900958466
23464,2413,0.6,Ideal,G,VVS2,61.6,55.0,162.77,0.6,271.28,0.8928571428571428
23465,630,0.3,Very Good,H,VS1,63.2,58.0,75.86,0.9,252.87,0.9177215189873418
23466,561,0.32,Good,G,VS2,63.1,57.0,81.37,1.2,254.28,0.9033280507131537
23467,900,0.5,Premium,I,SI2,59.8,56.0,140.33,1.0,280.66,0.9364548494983278
23468,4543,1.0,Very Good,D,SI2,59.5,62.0,275.89,0.5,275.89,1.0420168067226891
23469,3780,0.72,Ideal,F,VVS2,60.9,56.0,194.1,1.0,269.58,0.9195402298850575
23470,4758,1.03,Premium,E,SI2,61.8,59.0,268.75,0.8,260.92,0.9546925566343043
23471,877,0.4,Good,H,VVS2,63.2,55.0,105.15,0.6,262.88,0.870253164556962
23472,3947,1.02,Very Good,E,SI2,63.6,59.0,245.7,0.8,240.88,0.9276729559748428
23473,5584,1.24,Very Good,I,SI1,60.0,59.0,343.0,0.4,276.61,0.9833333333333333
23474,7607,1.0,Very Good,E,VS2,62.9,57.0,255.24,0.3,255.24,0.9062003179650239
23475,2316,0.6,Premium,F,VVS2,62.4,56.0,158.04,0.9,263.4,0.8974358974358975
23476,14973,2.0,Good,J,VS1,62.4,58.0,522.94,0.9,261.47,0.9294871794871795
23477,6890,1.04,Premium,G,VVS1,58.2,60.0,297.63,0.7,286.18,1.0309278350515463
23478,485,0.23,Good,E,VVS2,63.4,61.0,58.86,1.6,255.91,0.9621451104100947
23479,11108,2.0,Premium,H,SI2,61.4,59.0,516.48,0.9,258.24,0.9609120521172638
23480,11221,2.34,Ideal,H,I1,62.4,55.0,606.2,0.8,259.06,0.8814102564102564
23481,7544,0.92,Very Good,D,VS1,61.9,58.0,241.02,0.8,261.98,0.9369951534733442
23482,1340,0.56,Good,F,SI1,63.2,56.0,146.64,1.0,261.86,0.8860759493670886
23483,557,0.33,Ideal,G,SI2,62.9,55.0,86.74,1.1,262.85,0.8744038155802862
23484,12508,2.22,Fair,G,SI2,64.4,58.0,552.64,2.0,248.94,0.9006211180124223
23485,14080,2.02,Fair,H,SI2,56.5,61.0,583.57,0.5,288.9,1.079646017699115
23486,4021,0.9,Very Good,H,VS1,62.5,56.0,234.88,1.0,260.98,0.896
23487,5021,1.39,Ideal,F,SI2,62.2,56.0,368.08,0.7,264.81,0.9003215434083601
23488,832,0.38,Ideal,H,VVS2,62.5,53.4,100.54,0.6,264.58,0.8543999999999999
23489,2559,0.51,Ideal,E,VVS2,62.4,59.0,132.91,1.0,260.61,0.9455128205128205
23490,6044,1.03,Ideal,F,SI1,61.3,57.0,275.89,0.9,267.85,0.9298531810766721
23491,3671,1.01,Very Good,D,SI2,59.1,63.0,281.86,0.8,279.07,1.065989847715736
23492,6047,1.02,Very Good,D,SI1,62.8,56.0,265.02,0.8,259.82,0.89171974522293
23493,1793,0.6,Good,G,VS2,59.8,61.9,164.86,0.9,274.77,1.0351170568561874
23494,1003,0.46,Fair,F,SI1,64.9,58.0,109.44,0.8,237.91,0.8936825885978428
23495,1073,0.5,Premium,E,SI1,62.2,58.0,119.3,3.2,238.6,0.932475884244373
23496,3238,0.71,Ideal,E,VS1,62.7,57.0,183.25,0.5,258.1,0.9090909090909091
23497,791,0.37,Premium,F,SI1,62.4,59.0,95.65,0.9,258.51,0.9455128205128205
23498,6561,1.07,Ideal,E,SI1,61.4,55.0,287.93,0.8,269.09,0.8957654723127036
23499,1050,0.33,Very Good,D,VVS2,60.8,58.0,89.71,0.2,271.85,0.9539473684210527
23500,2396,1.05,Fair,I,I1,61.8,66.0,262.94,1.7,250.42,1.0679611650485437
23501,2421,0.7,Good,H,VS1,59.4,62.0,188.13,0.5,268.76,1.043771043771044
23502,1133,0.34,Ideal,D,VVS1,61.7,56.0,89.51,0.4,263.26,0.9076175040518638
23503,3246,1.03,Fair,J,SI2,56.2,62.0,301.21,0.6,292.44,1.103202846975089
23504,2613,0.76,Very Good,E,SI1,63.2,57.0,191.76,0.9,252.32,0.9018987341772151
23505,765,0.3,Ideal,I,VVS2,63.0,57.0,76.76,0.7,255.87,0.9047619047619048
23506,8620,1.52,Ideal,H,SI2,62.0,60.0,397.06,0.8,261.22,0.967741935483871
23507,720,0.32,Ideal,H,VS1,60.2,56.0,88.51,1.1,276.59,0.9302325581395349
