,carat,price,cut
22758,0.49,1865,Very Good
22759,0.59,2829,Ideal
22760,1.01,3948,Good
22761,0.31,470,Good
22762,0.3,484,Good
22763,0.5,1136,Good
22764,1.02,5407,Premium
22765,1.12,4373,Very Good
22766,1.01,5385,Fair
22767,0.56,2442,Ideal
22768,2.02,17825,Premium
22769,1.01,8823,Premium
22770,0.44,1274,Very Good
22771,0.9,3377,Premium
22772,0.42,984,Ideal
22773,1.5,12389,Ideal
22774,0.57,1292,Ideal
22775,0.72,3024,Premium
22776,1.17,7155,Ideal
22777,0.42,1273,Ideal
22778,0.8,2760,Premium
22779,1.02,5055,Ideal
22780,0.55,1368,Very Good
22781,0.26,482,Ideal
22782,1.07,4494,Premium
22783,0.93,4144,Very Good
22784,1.06,4887,Good
22785,0.66,2851,Ideal
22786,0.32,430,Ideal
22787,0.54,1637,Good
22788,1.06,8626,Ideal
22789,0.31,489,Good
22790,1.08,5758,Premium
22791,0.78,2816,Premium
22792,1.01,6283,Good
22793,2.15,14534,Ideal
22794,1.05,4688,Very Good
22795,0.53,1422,Good
22796,0.39,919,Ideal
22797,2.01,12349,Ideal
22798,0.31,462,Very Good
22799,0.53,2682,Ideal
22800,0.39,675,Ideal
22801,0.43,716,Premium
22802,0.51,1346,Ideal
22803,0.4,1123,Very Good
22804,0.56,1811,Ideal
22805,1.52,10487,Premium
22806,0.55,2716,Ideal
22807,1.04,3553,Ideal
22808,1.06,9082,Premium
22809,0.32,730,Ideal
22810,1.0,6315,Good
22811,1.51,8010,Fair
22812,0.67,2131,Good
22813,1.56,9120,Premium
22814,0.51,1193,Good
22815,0.45,980,Fair
22816,0.32,720,Ideal
22817,1.01,4191,Premium
22818,0.31,816,Ideal
22819,1.04,7375,Ideal
22820,1.01,5029,Ideal
22821,0.55,2459,Ideal
22822,0.39,750,Ideal
22823,0.89,2955,Premium
22824,2.03,7421,Premium
22825,1.0,4928,Good
22826,1.14,7750,Ideal
22827,0.3,886,Ideal
22828,0.38,1069,Premium
22829,1.75,7276,Ideal
22830,0.5,1429,Ideal
22831,1.01,5107,Very Good
22832,0.73,2023,Good
22833,1.02,4465,Ideal
22834,0.4,810,Premium
22835,0.4,1088,Premium
22836,1.03,4764,Ideal
22837,0.72,2835,Ideal
22838,0.33,752,Premium
22839,1.58,14044,Ideal
22840,1.16,7003,Premium
22841,2.13,16778,Premium
22842,0.31,663,Premium
22843,0.32,682,Ideal
22844,0.51,1687,Premium
22845,1.02,5773,Ideal
22846,1.31,11136,Ideal
22847,0.5,1666,Ideal
22848,1.07,4560,Premium
22849,1.07,4491,Premium
22850,1.5,11154,Premium
22851,0.54,1685,Good
22852,0.39,609,Ideal
22853,0.3,477,Ideal
22854,0.43,1129,Premium
22855,0.35,1025,Very Good
22856,0.9,5167,Very Good
22857,0.51,1546,Premium
22858,0.24,552,Very Good
22859,1.58,10738,Premium
22860,0.53,1721,Ideal
22861,0.34,596,Premium
22862,0.34,765,Premium
22863,0.43,858,Very Good
22864,0.51,1312,Ideal
22865,0.34,956,Ideal
22866,0.45,1548,Ideal
22867,0.45,1180,Good
22868,0.34,745,Very Good
22869,0.7,2337,Very Good
22870,1.5,8907,Ideal
22871,1.51,6914,Very Good
22872,0.28,514,Ideal
22873,0.31,789,Ideal
22874,0.98,3873,Ideal
22875,0.38,721,Ideal
22876,1.23,6038,Premium
22877,0.24,526,Ideal
22878,0.41,613,Ideal
22879,0.9,4770,Good
22880,0.56,1915,Ideal
22881,2.13,12356,Ideal
22882,0.43,968,Premium
22883,0.99,5671,Very Good
22884,0.74,2655,Ideal
22885,0.32,915,Ideal
22886,1.7,17360,Ideal
22887,0.56,2057,Ideal
22888,0.32,505,Ideal
22889,0.24,678,Ideal
22890,0.72,3352,Ideal
22891,0.36,773,Ideal
22892,0.39,746,Premium
22893,1.2,5116,Very Good
22894,1.7,18398,Premium
22895,0.3,776,Good
22896,0.23,402,Very Good
22897,0.33,928,Ideal
22898,0.31,628,Premium
22899,1.03,5551,Ideal
22900,0.31,489,Very Good
22901,0.75,3679,Ideal
22902,1.2,4685,Premium
22903,0.9,3353,Very Good
22904,0.43,937,Very Good
22905,0.76,2288,Ideal
22906,0.5,1077,Very Good
22907,0.72,2594,Ideal
22908,0.5,1420,Premium
22909,0.54,2090,Premium
22910,0.32,720,Premium
22911,0.71,2596,Fair
22912,1.62,13298,Premium
22913,1.06,6325,Very Good
22914,0.7,3001,Good
22915,0.5,2165,Ideal
22916,0.31,593,Ideal
22917,1.0,8216,Very Good
22918,0.4,1155,Premium
22919,1.24,6562,Premium
22920,1.12,4811,Ideal
22921,1.51,15226,Ideal
22922,0.61,2147,Ideal
22923,1.62,15246,Ideal
22924,1.0,7849,Ideal
22925,2.09,14383,Ideal
22926,1.2,8387,Good
22927,0.91,5055,Premium
22928,0.3,526,Good
22929,0.25,575,Very Good
22930,0.32,828,Ideal
22931,0.43,1036,Ideal
22932,0.4,1125,Premium
22933,0.35,931,Ideal
22934,1.01,6295,Ideal
22935,2.02,9853,Very Good
22936,1.57,12112,Premium
22937,0.3,506,Premium
22938,1.56,11522,Ideal
22939,0.3,761,Premium
22940,0.61,2634,Ideal
22941,1.04,10787,Ideal
22942,0.3,573,Ideal
22943,0.94,4661,Very Good
22944,1.79,14904,Premium
22945,1.71,12978,Ideal
22946,0.7,2161,Very Good
22947,0.7,4095,Very Good
22948,0.72,3601,Ideal
22949,1.01,6330,Good
22950,1.51,14938,Very Good
22951,2.0,14406,Premium
22952,0.9,4161,Ideal
22953,0.44,1274,Premium
22954,0.33,579,Very Good
22955,0.5,1031,Fair
22956,0.57,2110,Ideal
22957,0.57,1176,Very Good
22958,0.5,1390,Good
22959,0.51,1998,Ideal
22960,0.2,367,Ideal
22961,1.5,4939,Fair
22962,1.03,5800,Very Good
22963,0.91,3854,Ideal
22964,1.03,6645,Ideal
22965,0.57,1097,Premium
22966,0.24,419,Very Good
22967,0.76,2937,Premium
22968,0.8,3283,Very Good
22969,0.44,1294,Premium
22970,1.23,5510,Ideal
22971,1.83,12492,Premium
22972,0.89,3872,Ideal
22973,1.54,11333,Ideal
22974,0.31,789,Ideal
22975,1.01,4563,Good
22976,1.19,3732,Ideal
22977,1.25,7042,Ideal
22978,1.13,7459,Ideal
22979,0.9,4385,Premium
22980,1.16,5587,Ideal
22981,0.7,2213,Premium
22982,0.7,2312,Ideal
22983,1.51,7418,Premium
22984,0.38,838,Premium
22985,0.3,1208,Premium
22986,2.14,17582,Very Good
22987,0.61,1970,Very Good
22988,0.7,2369,Premium
22989,0.33,854,Ideal
22990,0.38,1026,Premium
22991,0.81,6338,Ideal
22992,0.32,692,Ideal
22993,1.11,5456,Ideal
22994,0.32,1018,Ideal
22995,0.34,880,Ideal
22996,0.67,2244,Good
22997,1.01,5090,Premium
22998,1.0,9660,Good
22999,0.4,596,Good
23000,0.32,602,Ideal
23001,0.71,2319,Ideal
23002,0.34,765,Premium
23003,0.41,1153,Ideal
23004,1.5,13710,Very Good
23005,0.32,561,Very Good
23006,0.31,462,Good
23007,0.3,751,Ideal
23008,0.56,1739,Ideal
23009,1.04,5495,Ideal
23010,0.4,1278,Ideal
23011,0.73,2654,Ideal
23012,0.4,931,Ideal
23013,0.53,2005,Ideal
23014,0.33,579,Premium
23015,0.58,1641,Premium
23016,0.26,362,Ideal
23017,0.31,698,Premium
23018,0.64,4281,Ideal
23019,1.09,7378,Very Good
23020,0.31,749,Premium
23021,0.3,658,Ideal
23022,0.32,758,Ideal
23023,0.42,992,Ideal
23024,0.72,2364,Premium
23025,1.2,6672,Very Good
23026,1.13,5759,Ideal
23027,0.62,1618,Ideal
23028,0.5,1286,Premium
23029,1.64,4849,Fair
23030,0.31,593,Very Good
23031,0.39,958,Premium
23032,0.32,662,Ideal
23033,0.33,579,Ideal
23034,0.32,637,Ideal
23035,0.56,1746,Very Good
23036,0.4,1323,Ideal
23037,0.26,580,Premium
23038,1.1,5673,Premium
23039,1.27,4353,Premium
23040,0.32,589,Good
23041,0.7,2437,Very Good
23042,1.11,4816,Very Good
23043,0.92,3986,Very Good
23044,1.53,6255,Ideal
23045,0.71,3077,Fair
23046,1.01,3394,Premium
23047,0.75,2415,Premium
23048,2.0,10483,Fair
23049,0.53,1314,Ideal
23050,2.01,9658,Premium
23051,1.27,9371,Premium
23052,0.28,642,Very Good
23053,0.4,687,Good
23054,1.52,7504,Very Good
23055,0.9,3465,Good
23056,2.01,17115,Good
23057,0.61,1591,Ideal
23058,1.5,13445,Premium
23059,1.02,8401,Ideal
23060,0.41,969,Ideal
23061,0.71,2817,Ideal
23062,0.49,1952,Very Good
23063,0.35,994,Ideal
23064,0.55,1141,Very Good
23065,1.12,5094,Good
23066,0.3,911,Ideal
23067,0.59,1325,Very Good
23068,0.37,601,Ideal
23069,0.41,923,Premium
23070,1.01,5050,Premium
23071,0.41,1582,Ideal
23072,0.52,1577,Premium
23073,0.7,2094,Very Good
23074,1.26,6597,Ideal
23075,0.23,543,Ideal
23076,0.73,2402,Very Good
23077,0.41,1153,Ideal
23078,1.17,4914,Premium
23079,0.38,800,Premium
23080,0.57,1280,Good
23081,0.76,3423,Ideal
23082,0.29,607,Ideal
23083,2.01,18340,Good
23084,0.32,449,Good
23085,1.01,4346,Very Good
23086,1.21,6001,Premium
23087,0.8,3312,Premium
23088,0.72,1966,Ideal
23089,0.5,1553,Very Good
23090,1.28,7098,Premium
23091,1.04,4630,Ideal
23092,0.51,1974,Ideal
23093,0.42,992,Premium
23094,0.53,1607,Ideal
23095,0.7,2310,Good
23096,1.3,7498,Premium
23097,0.71,3217,Very Good
23098,1.26,14663,Premium
23099,0.56,1819,Very Good
23100,0.38,1000,Ideal
23101,0.9,3123,Very Good
23102,2.01,12606,Ideal
23103,0.3,652,Ideal
23104,0.91,5145,Very Good
23105,2.04,18104,Premium
23106,1.03,3507,Ideal
23107,0.33,668,Good
23108,0.81,3266,Premium
23109,0.33,981,Very Good
23110,0.34,1174,Ideal
23111,0.3,759,Very Good
23112,0.5,1556,Premium
23113,0.36,537,Very Good
23114,0.7,956,Fair
23115,0.7,3365,Premium
23116,0.96,2540,Fair
23117,1.5,13537,Very Good
23118,1.09,5149,Ideal
23119,0.33,579,Very Good
23120,0.33,579,Ideal
23121,1.51,12317,Very Good
23122,0.55,2473,Ideal
23123,0.43,1064,Premium
23124,0.39,951,Premium
23125,0.71,2920,Ideal
23126,0.31,628,Ideal
23127,1.06,9547,Ideal
23128,0.7,2473,Premium
23129,0.61,2251,Premium
23130,1.01,8688,Premium
23131,0.32,576,Ideal
23132,0.34,626,Ideal
23133,1.22,6403,Premium
23134,0.4,1050,Premium
23135,0.53,1631,Ideal
23136,0.41,755,Premium
23137,0.41,1061,Ideal
23138,1.09,7992,Very Good
23139,0.33,557,Good
23140,1.09,5035,Ideal
23141,0.8,2329,Very Good
23142,0.55,1980,Ideal
23143,0.53,1408,Very Good
23144,0.38,1400,Premium
23145,1.38,5796,Ideal
23146,1.27,5885,Ideal
23147,0.31,859,Very Good
23148,0.78,3345,Ideal
23149,1.01,4355,Very Good
23150,0.4,1088,Good
23151,0.5,1436,Premium
23152,1.22,5602,Ideal
23153,2.63,16914,Ideal
23154,0.67,2309,Very Good
23155,0.72,2498,Ideal
23156,0.52,1620,Ideal
23157,0.41,674,Ideal
23158,2.06,11764,Very Good
23159,0.34,1074,Ideal
23160,0.3,438,Ideal
23161,0.59,1424,Very Good
23162,1.05,4042,Very Good
23163,1.56,16052,Ideal
23164,1.24,15026,Ideal
23165,0.73,1298,Very Good
23166,0.71,3366,Very Good
23167,1.23,8233,Ideal
23168,0.62,1841,Premium
23169,0.41,1017,Premium
23170,1.16,5702,Premium
23171,0.34,1208,Ideal
23172,0.31,732,Ideal
23173,1.24,6215,Premium
23174,0.3,515,Good
23175,1.25,13096,Ideal
23176,0.5,2211,Ideal
23177,0.9,5201,Good
23178,0.31,734,Ideal
23179,1.32,9572,Ideal
23180,0.34,626,Good
23181,0.7,2592,Very Good
23182,1.51,13275,Good
23183,1.33,10096,Good
23184,1.03,7613,Ideal
23185,0.31,625,Ideal
23186,2.03,12078,Premium
23187,1.16,5576,Good
23188,0.56,1949,Ideal
23189,1.71,13818,Very Good
23190,0.31,625,Good
23191,1.7,11709,Premium
23192,1.03,4384,Premium
23193,0.5,1690,Good
23194,0.9,3689,Good
23195,0.71,3061,Ideal
23196,0.41,899,Very Good
23197,0.25,450,Ideal
23198,0.41,969,Ideal
23199,0.57,1884,Ideal
23200,0.7,2232,Ideal
23201,0.34,596,Ideal
23202,0.4,912,Ideal
23203,1.15,5433,Premium
23204,1.04,3564,Fair
23205,0.7,2264,Very Good
23206,1.3,8164,Premium
23207,0.92,3282,Premium
23208,0.3,422,Ideal
23209,1.5,12576,Ideal
23210,0.9,4194,Premium
23211,0.96,4388,Premium
23212,1.47,7573,Premium
23213,0.41,1336,Ideal
23214,0.86,4665,Very Good
23215,0.3,838,Ideal
23216,0.32,828,Ideal
23217,0.57,1810,Ideal
23218,1.52,9898,Good
23219,0.3,605,Very Good
23220,0.6,1182,Ideal
23221,1.13,3678,Ideal
23222,1.51,10497,Premium
23223,1.09,4959,Very Good
23224,0.32,612,Premium
23225,0.4,667,Ideal
23226,0.25,575,Very Good
23227,0.35,669,Ideal
23228,0.23,428,Good
23229,0.43,905,Ideal
23230,2.04,15398,Premium
23231,0.5,1337,Very Good
23232,0.29,471,Very Good
23233,0.3,737,Very Good
23234,0.5,827,Fair
23235,0.79,2507,Ideal
23236,0.24,461,Very Good
23237,0.59,1391,Very Good
23238,0.72,2136,Very Good
23239,0.32,756,Ideal
23240,0.74,3323,Very Good
23241,0.51,1068,Premium
23242,1.07,4678,Ideal
23243,0.34,477,Ideal
23244,1.01,4004,Fair
23245,0.7,2826,Good
23246,1.02,4746,Ideal
23247,0.43,1056,Ideal
23248,1.0,2912,Fair
23249,0.23,530,Ideal
23250,0.7,2386,Good
23251,0.3,658,Very Good
23252,1.06,5889,Ideal
23253,0.74,2849,Very Good
23254,0.31,1034,Ideal
23255,0.51,1781,Premium
23256,1.4,8511,Premium
23257,0.36,821,Very Good
23258,1.51,7255,Good
23259,1.08,5524,Very Good
23260,1.1,7550,Ideal
23261,0.7,4323,Ideal
23262,0.33,743,Premium
23263,1.28,5878,Premium
23264,0.5,1775,Premium
23265,0.5,1676,Ideal
23266,2.02,14238,Premium
23267,0.5,1350,Fair
23268,0.78,2022,Premium
23269,0.4,1163,Ideal
23270,0.23,373,Very Good
23271,0.74,3922,Ideal
23272,0.37,1103,Ideal
23273,0.79,3138,Very Good
23274,0.31,661,Ideal
23275,0.37,1056,Ideal
23276,0.24,678,Ideal
23277,0.81,3097,Premium
23278,0.4,1125,Ideal
23279,1.13,7159,Ideal
23280,0.93,3896,Good
23281,0.82,2339,Fair
23282,0.71,2817,Ideal
23283,1.24,7493,Premium
23284,1.41,7956,Very Good
23285,1.5,11189,Ideal
23286,0.31,1046,Premium
23287,1.51,17649,Ideal
23288,1.0,2811,Fair
23289,0.4,1261,Very Good
23290,1.01,6663,Ideal
23291,0.32,814,Ideal
23292,1.25,4950,Very Good
23293,0.7,2889,Very Good
23294,0.39,787,Good
23295,0.43,726,Premium
23296,0.71,2272,Ideal
23297,1.05,4427,Very Good
23298,0.4,972,Ideal
23299,0.31,464,Ideal
23300,0.26,394,Ideal
23301,0.59,2057,Ideal
23302,0.91,4360,Ideal
23303,1.05,5166,Premium
23304,0.4,694,Ideal
23305,0.74,2715,Ideal
23306,2.2,18193,Premium
23307,1.22,6323,Very Good
23308,1.01,4977,Good
23309,1.02,7800,Good
23310,0.58,2359,Ideal
23311,0.39,951,Premium
23312,0.75,2702,Good
23313,1.5,4620,Good
23314,0.52,1748,Very Good
23315,0.31,734,Ideal
23316,1.72,13078,Premium
23317,0.23,353,Very Good
23318,0.51,1656,Ideal
23319,0.53,2922,Ideal
23320,0.9,3774,Premium
23321,1.47,11060,Very Good
23322,0.9,4232,Premium
23323,0.56,2066,Ideal
23324,0.42,1251,Ideal
23325,1.11,5262,Ideal
23326,0.5,1125,Premium
23327,0.26,777,Ideal
23328,1.01,7602,Premium
23329,0.55,2383,Ideal
23330,1.21,7416,Very Good
23331,0.83,2870,Ideal
23332,0.51,1611,Ideal
23333,0.3,605,Ideal
23334,0.58,1132,Ideal
23335,1.28,5161,Premium
23336,0.33,781,Ideal
23337,0.33,579,Premium
23338,1.01,4316,Ideal
23339,0.52,1668,Premium
23340,0.4,1200,Premium
23341,0.35,829,Ideal
23342,0.76,2753,Ideal
23343,1.5,9028,Good
23344,1.02,5008,Premium
23345,0.31,942,Ideal
23346,0.5,1935,Ideal
23347,0.23,680,Premium
23348,0.7,1977,Very Good
23349,0.37,803,Premium
23350,0.54,2198,Very Good
23351,1.64,10874,Premium
23352,0.9,3388,Very Good
23353,0.43,1298,Ideal
23354,0.74,1978,Very Good
23355,1.06,6663,Very Good
23356,0.89,2815,Premium
23357,0.84,3591,Premium
23358,0.3,473,Premium
23359,0.64,2074,Premium
23360,0.32,589,Premium
23361,0.81,4314,Ideal
23362,0.38,812,Premium
23363,0.5,1020,Premium
23364,0.82,2959,Ideal
23365,0.3,568,Good
23366,0.7,2475,Very Good
23367,0.77,3917,Very Good
23368,0.34,650,Premium
23369,0.81,2129,Premium
23370,1.02,6103,Very Good
23371,0.74,2648,Premium
23372,1.71,13325,Premium
23373,0.53,1857,Ideal
23374,0.73,3412,Ideal
23375,0.31,544,Ideal
23376,1.11,8400,Ideal
23377,0.91,4045,Premium
23378,0.9,3500,Ideal
23379,0.53,1721,Premium
23380,0.38,1027,Ideal
23381,1.31,6676,Ideal
23382,1.51,12738,Premium
23383,1.68,5871,Good
23384,0.53,2019,Ideal
23385,0.5,997,Good
23386,0.52,1141,Premium
23387,0.8,4140,Ideal
23388,0.3,720,Ideal
23389,1.01,3411,Good
23390,0.58,1453,Very Good
23391,2.0,13113,Very Good
23392,1.54,10740,Ideal
23393,1.73,9207,Premium
23394,0.4,900,Premium
23395,1.2,5941,Very Good
23396,0.35,591,Premium
23397,0.71,2654,Ideal
23398,0.31,942,Ideal
23399,1.0,5880,Premium
23400,0.34,1033,Ideal
23401,1.08,5352,Ideal
23402,0.9,3556,Premium
23403,1.19,9918,Ideal
23404,0.31,734,Ideal
23405,0.55,2016,Ideal
23406,2.01,14745,Good
23407,0.41,1367,Ideal
23408,0.54,1133,Ideal
23409,1.6,13140,Ideal
23410,0.38,998,Premium
23411,0.53,1607,Premium
23412,1.16,9248,Ideal
23413,0.31,800,Ideal
23414,1.16,10439,Ideal
23415,1.52,12738,Premium
23416,0.5,1306,Ideal
23417,0.71,2151,Fair
23418,0.33,492,Ideal
23419,1.51,12551,Ideal
23420,0.33,854,Ideal
23421,0.3,552,Good
23422,0.31,573,Very Good
23423,0.71,3112,Very Good
23424,0.3,665,Ideal
23425,0.41,1295,Ideal
23426,0.4,737,Premium
23427,0.57,1672,Premium
23428,1.11,6178,Good
23429,0.54,1950,Ideal
23430,0.46,1173,Premium
23431,0.96,4234,Good
23432,0.35,504,Good
23433,0.7,4022,Very Good
23434,0.32,1008,Ideal
23435,0.53,1647,Very Good
23436,1.0,6290,Ideal
23437,2.09,13500,Very Good
23438,0.31,635,Ideal
23439,1.17,6828,Ideal
23440,0.35,827,Ideal
23441,0.26,600,Premium
23442,0.3,565,Very Good
23443,0.79,2451,Good
23444,0.43,739,Good
23445,0.32,926,Ideal
23446,0.33,687,Ideal
23447,0.41,949,Good
23448,0.92,4696,Ideal
23449,0.53,1549,Ideal
23450,1.05,11196,Ideal
23451,0.39,1433,Ideal
23452,0.32,576,Ideal
23453,0.71,4380,Ideal
23454,0.5,1593,Premium
23455,1.56,7763,Premium
23456,1.64,8587,Premium
23457,0.35,614,Premium
23458,1.02,6968,Ideal
23459,0.39,794,Ideal
23460,1.03,4845,Ideal
23461,2.08,12883,Premium
23462,0.4,975,Premium
23463,0.27,799,Ideal
23464,0.6,2413,Ideal
23465,0.3,630,Very Good
23466,0.32,561,Good
23467,0.5,900,Premium
23468,1.0,4543,Very Good
23469,0.72,3780,Ideal
23470,1.03,4758,Premium
23471,0.4,877,Good
23472,1.02,3947,Very Good
23473,1.24,5584,Very Good
23474,1.0,7607,Very Good
23475,0.6,2316,Premium
23476,2.0,14973,Good
23477,1.04,6890,Premium
23478,0.23,485,Good
23479,2.0,11108,Premium
23480,2.34,11221,Ideal
23481,0.92,7544,Very Good
23482,0.56,1340,Good
23483,0.33,557,Ideal
23484,2.22,12508,Fair
23485,2.02,14080,Fair
23486,0.9,4021,Very Good
23487,1.39,5021,Ideal
23488,0.38,832,Ideal
23489,0.51,2559,Ideal
23490,1.03,6044,Ideal
23491,1.01,3671,Very Good
23492,1.02,6047,Very Good
23493,0.6,1793,Good
23494,0.46,1003,Fair
23495,0.5,1073,Premium
23496,0.71,3238,Ideal
23497,0.37,791,Premium
23498,1.07,6561,Ideal
23499,0.33,1050,Very Good
23500,1.05,2396,Fair
23501,0.7,2421,Good
23502,0.34,1133,Ideal
23503,1.03,3246,Fair
23504,0.76,2613,Very Good
23505,0.3,765,Ideal
23506,1.52,8620,Ideal
23507,0.32,720,Ideal
23508,0.51,1716,Ideal
23509,2.0,11200,Premium
23510,0.3,411,Ideal
23511,0.77,2922,Ideal
23512,1.72,8264,Fair
23513,1.06,5491,Very Good
23514,0.81,2951,Ideal
23515,1.5,8580,Very Good
23516,0.37,1056,Ideal
23517,0.33,1114,Premium
23518,0.54,1786,Ideal
23519,1.02,5598,Very Good
23520,0.34,689,Premium
23521,0.3,789,Good
23522,0.81,3422,Ideal
23523,0.31,446,Very Good
23524,1.03,4038,Premium
23525,0.71,2671,Premium
23526,1.03,8133,Ideal
23527,1.01,5385,Fair
23528,1.28,8895,Very Good
23529,0.53,2250,Ideal
23530,0.35,984,Premium
23531,1.51,7577,Premium
23532,2.08,11851,Premium
23533,0.34,1033,Premium
23534,1.52,8001,Fair
23535,0.32,756,Ideal
23536,0.35,938,Good
23537,1.02,4319,Very Good
23538,0.3,754,Very Good
23539,1.2,4659,Good
23540,0.83,3143,Ideal
23541,1.01,5049,Very Good
23542,0.41,1192,Ideal
23543,0.32,756,Ideal
23544,0.74,2447,Premium
23545,0.23,354,Very Good
23546,1.04,4290,Good
23547,0.56,1963,Very Good
23548,1.06,4571,Premium
23549,1.02,4284,Very Good
23550,2.01,14956,Good
23551,1.0,4956,Ideal
23552,0.51,2203,Ideal
23553,1.2,11455,Ideal
23554,1.12,9710,Ideal
23555,0.78,2622,Ideal
23556,0.36,568,Ideal
23557,1.2,7072,Very Good
23558,1.04,5805,Ideal
23559,1.71,13169,Very Good
23560,0.32,800,Ideal
23561,0.8,3460,Very Good
23562,0.9,4315,Very Good
23563,2.0,11355,Fair
23564,1.3,10090,Premium
23565,1.5,14199,Ideal
23566,0.37,957,Premium
23567,0.38,641,Good
23568,1.0,4077,Premium
23569,1.01,6310,Very Good
23570,0.96,3419,Very Good
23571,1.51,5601,Good
23572,0.71,2788,Good
23573,2.01,18625,Good
23574,0.28,532,Very Good
23575,0.91,4138,Premium
23576,0.75,2760,Very Good
23577,1.01,7602,Ideal
23578,1.2,9641,Ideal
23579,0.52,2079,Fair
23580,0.3,485,Very Good
23581,0.51,1795,Ideal
23582,0.57,2442,Ideal
23583,1.11,4664,Premium
23584,0.65,1214,Ideal
23585,1.8,12196,Good
23586,0.32,477,Ideal
23587,1.06,5580,Premium
23588,1.15,5216,Ideal
23589,0.78,2923,Ideal
23590,1.01,4600,Fair
23591,0.72,3391,Ideal
23592,1.24,5128,Premium
23593,1.7,15238,Premium
23594,0.63,2765,Premium
23595,0.24,552,Very Good
23596,0.73,2683,Ideal
23597,0.41,1061,Very Good
23598,0.59,1705,Ideal
23599,1.21,5407,Good
23600,0.74,2138,Very Good
23601,0.3,484,Very Good
23602,0.3,670,Ideal
23603,1.07,6471,Premium
23604,0.4,842,Premium
23605,1.7,7464,Ideal
23606,0.31,452,Ideal
23607,0.38,658,Ideal
23608,0.3,447,Very Good
23609,0.33,572,Premium
23610,1.01,6335,Good
23611,1.23,10317,Ideal
23612,0.8,2893,Ideal
23613,1.0,5505,Very Good
23614,0.4,1017,Ideal
23615,1.0,5544,Premium
23616,0.28,375,Good
23617,0.55,1368,Very Good
23618,1.51,10693,Premium
23619,0.92,3277,Good
23620,1.51,12141,Very Good
23621,0.5,1232,Ideal
23622,0.7,2818,Premium
23623,1.51,9513,Premium
23624,0.3,725,Very Good
23625,0.4,882,Very Good
23626,1.55,11567,Premium
23627,0.31,468,Ideal
23628,1.11,12725,Ideal
23629,0.35,949,Premium
23630,0.75,2760,Premium
23631,1.0,3975,Fair
23632,1.52,11014,Very Good
23633,0.31,761,Very Good
23634,0.7,3287,Ideal
23635,1.2,5698,Very Good
23636,0.77,2550,Good
23637,0.4,694,Ideal
23638,1.05,4692,Very Good
23639,0.71,1968,Premium
23640,1.0,3248,Fair
23641,0.52,1196,Premium
23642,0.7,1817,Very Good
23643,0.43,1261,Ideal
23644,0.7,1666,Very Good
23645,0.62,1709,Very Good
23646,0.32,1030,Ideal
23647,0.32,779,Ideal
23648,0.33,672,Very Good
23649,0.69,3323,Very Good
23650,1.12,9820,Ideal
23651,0.91,4922,Ideal
23652,2.51,14251,Good
23653,0.41,775,Ideal
23654,0.81,2708,Ideal
23655,0.62,2196,Premium
23656,0.7,1790,Good
23657,0.33,1114,Premium
23658,0.9,3104,Ideal
23659,0.3,956,Premium
23660,1.17,4914,Good
23661,0.32,610,Ideal
23662,0.82,2962,Premium
23663,0.54,1993,Premium
23664,2.2,12747,Premium
23665,0.77,3450,Premium
23666,0.71,2543,Ideal
23667,0.54,1057,Ideal
23668,1.7,14146,Good
23669,0.31,571,Premium
23670,0.71,2693,Very Good
23671,0.33,940,Ideal
23672,1.34,7999,Ideal
23673,1.62,8075,Ideal
23674,2.05,12857,Premium
23675,0.5,1415,Premium
23676,0.71,2803,Premium
23677,0.75,3486,Premium
23678,1.52,10497,Very Good
23679,0.3,526,Very Good
23680,1.55,12951,Ideal
23681,0.73,1654,Premium
23682,0.7,2648,Premium
23683,1.01,4399,Good
23684,0.33,572,Very Good
23685,0.81,3230,Premium
23686,1.24,11234,Very Good
23687,0.51,1375,Ideal
23688,0.33,1002,Ideal
23689,0.3,552,Ideal
23690,1.3,8915,Ideal
23691,0.3,1013,Premium
23692,0.33,868,Ideal
23693,1.02,6158,Ideal
23694,0.3,526,Good
23695,0.91,4439,Fair
23696,0.31,671,Ideal
23697,1.51,14674,Ideal
23698,0.55,1679,Ideal
23699,1.0,7114,Premium
23700,0.32,645,Ideal
23701,2.1,15827,Fair
23702,0.26,590,Very Good
23703,0.53,1941,Ideal
23704,0.92,4488,Ideal
23705,1.5,10551,Very Good
23706,0.3,552,Ideal
23707,1.08,4906,Very Good
23708,0.26,769,Ideal
23709,0.4,696,Ideal
23710,1.09,8650,Very Good
23711,1.53,13629,Ideal
23712,0.4,945,Premium
23713,0.26,474,Ideal
23714,0.49,1430,Good
23715,0.41,722,Ideal
23716,0.5,1099,Ideal
23717,0.32,756,Ideal
23718,0.51,1402,Very Good
23719,0.57,1608,Ideal
23720,0.52,1232,Ideal
23721,0.33,901,Premium
23722,1.01,5694,Ideal
23723,0.7,2445,Ideal
23724,0.42,1024,Ideal
23725,1.04,8090,Very Good
23726,1.06,8093,Ideal
23727,0.82,3251,Ideal
23728,0.3,506,Very Good
23729,0.42,1179,Ideal
23730,0.73,3135,Ideal
23731,0.96,4864,Premium
23732,1.13,4647,Premium
23733,0.31,695,Ideal
23734,0.71,3710,Ideal
23735,0.39,914,Very Good
23736,1.0,5058,Very Good
23737,1.53,11873,Very Good
23738,0.42,1048,Ideal
23739,1.7,17330,Good
